call_id,case_id,client_id,case_manager_id,call_date,direction,duration_seconds,outcome
CALL-0006765,CASE-001240,CL-01129,CM-001,2024-08-18,Inbound,9,Connected
CALL-0006766,CASE-001240,CL-01129,CM-001,2024-09-13,Inbound,575,No Answer
CALL-0006767,CASE-001240,CL-01129,CM-001,2024-07-31,Outbound,116,Connected
CALL-0006768,CASE-001240,CL-01129,CM-001,2024-06-07,Outbound,80,Connected
CALL-0006769,CASE-001241,CL-01130,CM-018,2024-08-27,Outbound,320,Voicemail
CALL-0006770,CASE-001241,CL-01130,CM-018,2023-10-03,Outbound,145,Callback Requested
CALL-0006771,CASE-001241,CL-01130,CM-018,2024-12-07,Outbound,32,No Answer
CALL-0006772,CASE-001241,CL-01130,CM-018,2023-10-05,Outbound,76,Connected
CALL-0006773,CASE-001241,CL-01130,CM-018,2023-12-23,Outbound,65,Voicemail
CALL-0006774,CASE-001241,CL-01130,CM-018,2023-10-06,Inbound,286,Connected
CALL-0006775,CASE-001241,CL-01130,CM-018,2024-02-14,Outbound,24,Connected
CALL-0006776,CASE-001241,CL-01130,CM-018,2025-02-09,Inbound,73,Connected
CALL-0006777,CASE-001241,CL-01130,CM-018,2024-09-18,Inbound,91,Voicemail
CALL-0006778,CASE-001242,CL-01131,CM-016,2024-08-29,Outbound,498,No Answer
CALL-0006779,CASE-001243,CL-01132,CM-016,2024-02-27,Inbound,240,No Answer
CALL-0006780,CASE-001243,CL-01132,CM-016,2024-04-08,Inbound,119,No Answer
CALL-0006781,CASE-001243,CL-01132,CM-016,2024-04-29,Outbound,151,Callback Requested
CALL-0006782,CASE-001243,CL-01132,CM-016,2024-06-21,Inbound,243,Voicemail
CALL-0006783,CASE-001244,CL-01133,CM-014,2025-05-15,Outbound,396,Connected
CALL-0006784,CASE-001244,CL-01133,CM-014,2025-06-12,Outbound,571,No Answer
CALL-0006785,CASE-001246,CL-01135,CM-006,2025-04-28,Outbound,136,Connected
CALL-0006786,CASE-001246,CL-01135,CM-006,2025-04-26,Inbound,84,Connected
CALL-0006787,CASE-001246,CL-01135,CM-006,2025-04-28,Inbound,34,Connected
CALL-0006788,CASE-001247,CL-01136,CM-010,2025-05-30,Inbound,335,Voicemail
CALL-0006789,CASE-001247,CL-01136,CM-010,2025-06-20,Outbound,294,Connected
CALL-0006790,CASE-001247,CL-01136,CM-010,2025-06-19,Outbound,448,No Answer
CALL-0006791,CASE-001247,CL-01136,CM-010,2025-06-08,Outbound,175,Voicemail
CALL-0006792,CASE-001247,CL-01136,CM-010,2025-06-26,Outbound,256,Connected
CALL-0006793,CASE-001247,CL-01136,CM-010,2025-05-31,Outbound,276,Connected
CALL-0006794,CASE-001247,CL-01136,CM-010,2025-06-22,Inbound,292,Connected
CALL-0006795,CASE-001247,CL-01136,CM-010,2025-06-03,Inbound,40,No Answer
CALL-0006796,CASE-001247,CL-01136,CM-010,2025-05-26,Outbound,537,No Answer
CALL-0006797,CASE-001247,CL-01136,CM-010,2025-06-26,Inbound,70,Connected
CALL-0006798,CASE-001247,CL-01136,CM-010,2025-05-22,Outbound,76,Wrong Number
CALL-0006799,CASE-001247,CL-01136,CM-010,2025-05-22,Outbound,16,Connected
CALL-0006800,CASE-001247,CL-01136,CM-010,2025-06-09,Inbound,178,Connected
CALL-0006801,CASE-001247,CL-01136,CM-010,2025-06-01,Outbound,126,Connected
CALL-0006802,CASE-001247,CL-01136,CM-010,2025-05-29,Outbound,65,Callback Requested
CALL-0006803,CASE-001247,CL-01136,CM-010,2025-06-28,Outbound,25,No Answer
CALL-0006804,CASE-001248,CL-01137,CM-005,2024-04-30,Outbound,387,Connected
CALL-0006805,CASE-001248,CL-01137,CM-005,2025-02-08,Outbound,168,Wrong Number
CALL-0006806,CASE-001248,CL-01137,CM-005,2025-01-29,Outbound,56,Connected
CALL-0006807,CASE-001248,CL-01137,CM-005,2025-03-25,Inbound,23,Connected
CALL-0006808,CASE-001249,CL-01138,CM-016,2024-03-15,Outbound,135,Connected
CALL-0006809,CASE-001249,CL-01138,CM-016,2024-08-19,Inbound,53,No Answer
CALL-0006810,CASE-001249,CL-01138,CM-016,2023-09-26,Inbound,27,Connected
CALL-0006811,CASE-001249,CL-01138,CM-016,2024-03-25,Inbound,86,Voicemail
CALL-0006812,CASE-001250,CL-01139,CM-011,2024-10-31,Outbound,297,Voicemail
CALL-0006813,CASE-001250,CL-01139,CM-011,2024-03-29,Outbound,125,Connected
CALL-0006814,CASE-001250,CL-01139,CM-011,2025-06-14,Inbound,35,Connected
CALL-0006815,CASE-001250,CL-01139,CM-011,2025-05-21,Inbound,45,Connected
CALL-0006816,CASE-001250,CL-01139,CM-011,2024-06-04,Inbound,110,No Answer
CALL-0006817,CASE-001251,CL-01140,CM-012,2024-12-21,Inbound,332,Connected
CALL-0006818,CASE-001251,CL-01140,CM-012,2025-01-03,Outbound,126,No Answer
CALL-0006819,CASE-001251,CL-01140,CM-012,2025-02-21,Outbound,7,Voicemail
CALL-0006820,CASE-001251,CL-01140,CM-012,2024-10-04,Outbound,103,Voicemail
CALL-0006821,CASE-001251,CL-01140,CM-012,2024-12-18,Inbound,43,Voicemail
CALL-0006822,CASE-001251,CL-01140,CM-012,2025-01-22,Outbound,282,Connected
CALL-0006823,CASE-001251,CL-01140,CM-012,2025-02-11,Inbound,279,No Answer
CALL-0006824,CASE-001252,CL-01141,CM-016,2024-01-10,Outbound,164,Voicemail
CALL-0006825,CASE-001252,CL-01141,CM-016,2024-02-01,Outbound,146,Connected
CALL-0006826,CASE-001252,CL-01141,CM-016,2024-06-04,Outbound,56,Connected
CALL-0006827,CASE-001252,CL-01141,CM-016,2023-11-06,Inbound,320,No Answer
CALL-0006828,CASE-001252,CL-01141,CM-016,2024-09-29,Inbound,127,Connected
CALL-0006829,CASE-001253,CL-01142,CM-005,2025-03-27,Inbound,150,No Answer
CALL-0006830,CASE-001253,CL-01142,CM-005,2025-04-07,Outbound,193,Callback Requested
CALL-0006831,CASE-001253,CL-01142,CM-005,2025-04-16,Outbound,99,Voicemail
CALL-0006832,CASE-001254,CL-01143,CM-013,2025-01-21,Inbound,186,Connected
CALL-0006833,CASE-001254,CL-01143,CM-013,2025-01-10,Outbound,333,Connected
CALL-0006834,CASE-001254,CL-01143,CM-013,2025-01-10,Outbound,17,No Answer
CALL-0006835,CASE-001254,CL-01143,CM-013,2025-01-08,Outbound,130,Voicemail
CALL-0006836,CASE-001254,CL-01143,CM-013,2025-01-08,Outbound,174,Connected
CALL-0006837,CASE-001254,CL-01143,CM-013,2025-01-18,Outbound,21,No Answer
CALL-0006838,CASE-001255,CL-01144,CM-009,2025-02-28,Inbound,231,Voicemail
CALL-0006839,CASE-001255,CL-01144,CM-009,2025-03-05,Inbound,123,Connected
CALL-0006840,CASE-001255,CL-01144,CM-009,2025-03-02,Inbound,31,No Answer
CALL-0006841,CASE-001255,CL-01144,CM-009,2025-03-11,Inbound,48,Voicemail
CALL-0006842,CASE-001256,CL-01145,CM-006,2024-08-18,Outbound,26,Connected
CALL-0006843,CASE-001256,CL-01145,CM-006,2024-09-02,Inbound,676,No Answer
CALL-0006844,CASE-001256,CL-01145,CM-006,2024-11-03,Outbound,215,Connected
CALL-0006845,CASE-001256,CL-01145,CM-006,2024-11-02,Outbound,449,Connected
CALL-0006846,CASE-001256,CL-01145,CM-006,2024-10-12,Outbound,128,Callback Requested
CALL-0006847,CASE-001256,CL-01145,CM-006,2024-08-28,Inbound,399,Connected
CALL-0006848,CASE-001256,CL-01145,CM-006,2024-09-25,Outbound,60,Voicemail
CALL-0006849,CASE-001257,CL-01146,CM-012,2025-06-30,Inbound,332,No Answer
CALL-0006850,CASE-001257,CL-01146,CM-012,2025-06-30,Inbound,312,Connected
CALL-0006851,CASE-001257,CL-01146,CM-012,2025-06-30,Inbound,7,No Answer
CALL-0006852,CASE-001258,CL-01147,CM-017,2023-12-19,Inbound,79,Connected
CALL-0006853,CASE-001259,CL-01148,CM-016,2024-07-21,Inbound,70,Connected
CALL-0006854,CASE-001259,CL-01148,CM-016,2025-03-20,Inbound,80,Voicemail
CALL-0006855,CASE-001259,CL-01148,CM-016,2025-03-16,Outbound,21,Connected
CALL-0006856,CASE-001259,CL-01148,CM-016,2024-09-18,Outbound,43,Connected
CALL-0006857,CASE-001260,CL-01149,CM-015,2024-05-19,Inbound,562,Voicemail
CALL-0006858,CASE-001260,CL-01149,CM-015,2024-06-11,Inbound,313,Connected
CALL-0006859,CASE-001260,CL-01149,CM-015,2024-09-13,Inbound,50,Connected
CALL-0006860,CASE-001260,CL-01149,CM-015,2024-04-06,Outbound,260,Connected
CALL-0006861,CASE-001260,CL-01149,CM-015,2024-10-22,Inbound,7,Voicemail
CALL-0006862,CASE-001260,CL-01149,CM-015,2024-11-04,Outbound,73,Wrong Number
CALL-0006863,CASE-001261,CL-01150,CM-009,2025-06-20,Outbound,44,Connected
CALL-0006864,CASE-001261,CL-01150,CM-009,2025-06-17,Outbound,392,Voicemail
CALL-0006865,CASE-001261,CL-01150,CM-009,2025-06-21,Inbound,43,Callback Requested
CALL-0006866,CASE-001261,CL-01150,CM-009,2025-06-17,Inbound,177,Connected
CALL-0006867,CASE-001261,CL-01150,CM-009,2025-06-08,Inbound,25,No Answer
CALL-0006868,CASE-001261,CL-01150,CM-009,2025-06-06,Inbound,133,Connected
CALL-0006869,CASE-001261,CL-01150,CM-009,2025-06-16,Outbound,298,Connected
CALL-0006870,CASE-001262,CL-01151,CM-001,2024-10-03,Outbound,866,Connected
CALL-0006871,CASE-001262,CL-01151,CM-001,2024-12-13,Inbound,99,No Answer
CALL-0006872,CASE-001262,CL-01151,CM-001,2024-12-22,Outbound,565,No Answer
CALL-0006873,CASE-001263,CL-01152,CM-006,2025-05-10,Outbound,94,Connected
CALL-0006874,CASE-001263,CL-01152,CM-006,2025-05-25,Outbound,87,Connected
CALL-0006875,CASE-001263,CL-01152,CM-006,2025-05-17,Outbound,737,Voicemail
CALL-0006876,CASE-001263,CL-01152,CM-006,2025-02-14,Outbound,146,Voicemail
CALL-0006877,CASE-001264,CL-01153,CM-007,2024-11-18,Outbound,227,No Answer
CALL-0006878,CASE-001264,CL-01153,CM-007,2024-02-11,Inbound,86,Connected
CALL-0006879,CASE-001264,CL-01153,CM-007,2024-05-03,Outbound,27,Wrong Number
CALL-0006880,CASE-001264,CL-01153,CM-007,2025-02-04,Outbound,409,Connected
CALL-0006881,CASE-001264,CL-01153,CM-007,2024-08-19,Inbound,187,Connected
CALL-0006882,CASE-001264,CL-01153,CM-007,2024-01-06,Inbound,348,Connected
CALL-0006883,CASE-001264,CL-01153,CM-007,2025-02-12,Outbound,42,Voicemail
CALL-0006884,CASE-001265,CL-01154,CM-008,2025-06-30,Outbound,122,Connected
CALL-0006885,CASE-001265,CL-01154,CM-008,2025-06-29,Inbound,52,No Answer
CALL-0006886,CASE-001265,CL-01154,CM-008,2025-06-26,Outbound,37,No Answer
CALL-0006887,CASE-001265,CL-01154,CM-008,2025-06-28,Inbound,121,Connected
CALL-0006888,CASE-001265,CL-01154,CM-008,2025-06-20,Inbound,143,Voicemail
CALL-0006889,CASE-001266,CL-01155,CM-013,2024-08-21,Outbound,68,Connected
CALL-0006890,CASE-001266,CL-01155,CM-013,2024-08-11,Outbound,362,Callback Requested
CALL-0006891,CASE-001266,CL-01155,CM-013,2024-07-28,Outbound,101,Connected
CALL-0006892,CASE-001266,CL-01155,CM-013,2024-08-04,Inbound,61,No Answer
CALL-0006893,CASE-001266,CL-01155,CM-013,2024-08-18,Outbound,368,No Answer
CALL-0006894,CASE-001266,CL-01155,CM-013,2024-08-06,Inbound,126,Wrong Number
CALL-0006895,CASE-001267,CL-01155,CM-010,2024-08-08,Outbound,90,Connected
CALL-0006896,CASE-001267,CL-01155,CM-010,2024-11-18,Inbound,158,Connected
CALL-0006897,CASE-001267,CL-01155,CM-010,2024-12-10,Outbound,26,No Answer
CALL-0006898,CASE-001268,CL-01156,CM-005,2025-02-25,Inbound,280,Connected
CALL-0006899,CASE-001268,CL-01156,CM-005,2024-12-10,Outbound,20,Voicemail
CALL-0006900,CASE-001268,CL-01156,CM-005,2024-09-21,Outbound,436,Callback Requested
CALL-0006901,CASE-001268,CL-01156,CM-005,2025-03-10,Outbound,52,No Answer
CALL-0006902,CASE-001268,CL-01156,CM-005,2024-12-31,Outbound,1,Connected
CALL-0006903,CASE-001268,CL-01156,CM-005,2024-10-23,Inbound,90,Connected
CALL-0006904,CASE-001268,CL-01156,CM-005,2024-12-29,Outbound,141,Voicemail
CALL-0006905,CASE-001268,CL-01156,CM-005,2024-10-18,Outbound,131,No Answer
CALL-0006906,CASE-001268,CL-01156,CM-005,2024-07-22,Outbound,277,Voicemail
CALL-0006907,CASE-001268,CL-01156,CM-005,2024-10-04,Inbound,36,Voicemail
CALL-0006908,CASE-001269,CL-01157,CM-003,2025-06-19,Outbound,53,No Answer
CALL-0006909,CASE-001270,CL-01158,CM-012,2024-06-13,Outbound,186,Callback Requested
CALL-0006910,CASE-001270,CL-01158,CM-012,2024-06-02,Outbound,132,Connected
CALL-0006911,CASE-001270,CL-01158,CM-012,2024-06-08,Inbound,60,No Answer
CALL-0006912,CASE-001271,CL-01159,CM-011,2024-07-29,Outbound,18,No Answer
CALL-0006913,CASE-001271,CL-01159,CM-011,2024-10-04,Outbound,7,Voicemail
CALL-0006914,CASE-001271,CL-01159,CM-011,2024-09-28,Outbound,216,Connected
CALL-0006915,CASE-001271,CL-01159,CM-011,2024-07-04,Outbound,67,Connected
CALL-0006916,CASE-001271,CL-01159,CM-011,2024-10-10,Outbound,12,Connected
CALL-0006917,CASE-001271,CL-01159,CM-011,2024-10-20,Outbound,205,Connected
CALL-0006918,CASE-001272,CL-01160,CM-005,2024-12-07,Outbound,60,Voicemail
CALL-0006919,CASE-001272,CL-01160,CM-005,2025-05-06,Outbound,128,Connected
CALL-0006920,CASE-001272,CL-01160,CM-005,2025-04-12,Outbound,26,Connected
CALL-0006921,CASE-001272,CL-01160,CM-005,2025-04-10,Outbound,191,Connected
CALL-0006922,CASE-001272,CL-01160,CM-005,2025-03-05,Outbound,40,Connected
CALL-0006923,CASE-001273,CL-01161,CM-006,2023-12-06,Outbound,4,Voicemail
CALL-0006924,CASE-001273,CL-01161,CM-006,2024-04-28,Outbound,37,Callback Requested
CALL-0006925,CASE-001273,CL-01161,CM-006,2023-11-22,Outbound,36,Wrong Number
CALL-0006926,CASE-001273,CL-01161,CM-006,2023-12-25,Outbound,217,Connected
CALL-0006927,CASE-001273,CL-01161,CM-006,2023-10-17,Inbound,1,Voicemail
CALL-0006928,CASE-001273,CL-01161,CM-006,2024-01-05,Inbound,343,Connected
CALL-0006929,CASE-001273,CL-01161,CM-006,2023-10-14,Inbound,7,Connected
CALL-0006930,CASE-001273,CL-01161,CM-006,2024-05-05,Outbound,430,No Answer
CALL-0006931,CASE-001274,CL-01162,CM-007,2024-06-04,Inbound,15,Connected
CALL-0006932,CASE-001274,CL-01162,CM-007,2024-07-13,Inbound,23,No Answer
CALL-0006933,CASE-001274,CL-01162,CM-007,2024-11-07,Inbound,8,Connected
CALL-0006934,CASE-001275,CL-01163,CM-015,2024-12-05,Inbound,144,Callback Requested
CALL-0006935,CASE-001275,CL-01163,CM-015,2024-07-22,Inbound,209,Connected
CALL-0006936,CASE-001275,CL-01163,CM-015,2024-09-02,Outbound,131,No Answer
CALL-0006937,CASE-001275,CL-01163,CM-015,2024-03-28,Inbound,95,No Answer
CALL-0006938,CASE-001275,CL-01163,CM-015,2024-06-16,Inbound,320,Voicemail
CALL-0006939,CASE-001275,CL-01163,CM-015,2025-04-08,Outbound,42,Connected
CALL-0006940,CASE-001275,CL-01163,CM-015,2024-03-06,Outbound,536,Connected
CALL-0006941,CASE-001276,CL-01164,CM-018,2024-05-26,Inbound,303,Connected
CALL-0006942,CASE-001276,CL-01164,CM-018,2024-08-01,Outbound,14,Connected
CALL-0006943,CASE-001276,CL-01164,CM-018,2024-04-27,Outbound,44,Connected
CALL-0006944,CASE-001277,CL-01165,CM-014,2025-05-27,Outbound,38,Callback Requested
CALL-0006945,CASE-001277,CL-01165,CM-014,2025-05-24,Outbound,302,Connected
CALL-0006946,CASE-001277,CL-01165,CM-014,2025-05-27,Outbound,122,Connected
CALL-0006947,CASE-001277,CL-01165,CM-014,2025-05-09,Inbound,411,Connected
CALL-0006948,CASE-001277,CL-01165,CM-014,2025-04-15,Outbound,44,Connected
CALL-0006949,CASE-001278,CL-01166,CM-004,2024-11-29,Inbound,77,Connected
CALL-0006950,CASE-001278,CL-01166,CM-004,2024-10-29,Outbound,70,Connected
CALL-0006951,CASE-001278,CL-01166,CM-004,2025-01-18,Outbound,193,Connected
CALL-0006952,CASE-001279,CL-01167,CM-017,2024-11-13,Outbound,314,Connected
CALL-0006953,CASE-001279,CL-01167,CM-017,2024-09-03,Outbound,91,Voicemail
CALL-0006954,CASE-001279,CL-01167,CM-017,2024-09-03,Outbound,77,Connected
CALL-0006955,CASE-001279,CL-01167,CM-017,2024-09-26,Outbound,156,Callback Requested
CALL-0006956,CASE-001279,CL-01167,CM-017,2024-10-14,Inbound,63,Voicemail
CALL-0006957,CASE-001279,CL-01167,CM-017,2024-12-25,Inbound,43,Connected
CALL-0006958,CASE-001279,CL-01167,CM-017,2024-05-11,Inbound,31,Connected
CALL-0006959,CASE-001280,CL-01168,CM-002,2024-11-24,Outbound,93,Wrong Number
CALL-0006960,CASE-001280,CL-01168,CM-002,2025-05-24,Outbound,84,Connected
CALL-0006961,CASE-001280,CL-01168,CM-002,2025-03-03,Outbound,48,No Answer
CALL-0006962,CASE-001280,CL-01168,CM-002,2025-03-22,Outbound,359,Wrong Number
CALL-0006963,CASE-001280,CL-01168,CM-002,2024-07-20,Outbound,48,Voicemail
CALL-0006964,CASE-001281,CL-01169,CM-004,2024-07-31,Outbound,326,Callback Requested
CALL-0006965,CASE-001281,CL-01169,CM-004,2024-09-15,Outbound,159,Connected
CALL-0006966,CASE-001281,CL-01169,CM-004,2024-07-30,Outbound,27,Connected
CALL-0006967,CASE-001281,CL-01169,CM-004,2024-09-17,Outbound,45,Connected
CALL-0006968,CASE-001281,CL-01169,CM-004,2024-09-16,Outbound,183,No Answer
CALL-0006969,CASE-001281,CL-01169,CM-004,2024-09-28,Inbound,38,Connected
CALL-0006970,CASE-001281,CL-01169,CM-004,2024-12-04,Inbound,33,Voicemail
CALL-0006971,CASE-001281,CL-01169,CM-004,2024-08-24,Outbound,19,Voicemail
CALL-0006972,CASE-001282,CL-01170,CM-006,2024-11-10,Outbound,88,Callback Requested
CALL-0006973,CASE-001282,CL-01170,CM-006,2024-12-01,Outbound,37,Connected
CALL-0006974,CASE-001282,CL-01170,CM-006,2024-11-15,Outbound,482,Connected
CALL-0006975,CASE-001282,CL-01170,CM-006,2024-11-05,Outbound,12,No Answer
CALL-0006976,CASE-001282,CL-01170,CM-006,2024-12-01,Outbound,358,No Answer
CALL-0006977,CASE-001282,CL-01170,CM-006,2025-01-12,Inbound,282,Connected
CALL-0006978,CASE-001282,CL-01170,CM-006,2024-12-02,Outbound,371,Connected
CALL-0006979,CASE-001282,CL-01170,CM-006,2025-01-13,Inbound,6,Voicemail
CALL-0006980,CASE-001283,CL-01171,CM-010,2025-06-30,Outbound,0,Connected
CALL-0006981,CASE-001283,CL-01171,CM-010,2025-05-21,Inbound,39,No Answer
CALL-0006982,CASE-001283,CL-01171,CM-010,2025-05-25,Inbound,476,Connected
CALL-0006983,CASE-001283,CL-01171,CM-010,2025-05-25,Outbound,167,Connected
CALL-0006984,CASE-001283,CL-01171,CM-010,2025-06-18,Outbound,29,Callback Requested
CALL-0006985,CASE-001284,CL-01172,CM-011,2025-05-23,Inbound,416,Connected
CALL-0006986,CASE-001284,CL-01172,CM-011,2025-05-23,Inbound,157,Voicemail
CALL-0006987,CASE-001284,CL-01172,CM-011,2025-05-22,Inbound,363,Connected
CALL-0006988,CASE-001284,CL-01172,CM-011,2025-05-22,Outbound,89,Connected
CALL-0006989,CASE-001285,CL-01173,CM-015,2024-09-29,Outbound,62,Connected
CALL-0006990,CASE-001285,CL-01173,CM-015,2024-06-12,Inbound,46,Voicemail
CALL-0006991,CASE-001285,CL-01173,CM-015,2024-07-29,Outbound,132,Connected
CALL-0006992,CASE-001286,CL-01174,CM-018,2025-05-17,Inbound,17,Connected
CALL-0006993,CASE-001286,CL-01174,CM-018,2024-09-26,Outbound,99,Connected
CALL-0006994,CASE-001286,CL-01174,CM-018,2025-02-26,Outbound,82,Connected
CALL-0006995,CASE-001286,CL-01174,CM-018,2025-05-20,Outbound,269,Voicemail
CALL-0006996,CASE-001286,CL-01174,CM-018,2025-06-29,Inbound,87,Wrong Number
CALL-0006997,CASE-001286,CL-01174,CM-018,2024-09-23,Outbound,8,Voicemail
CALL-0006998,CASE-001286,CL-01174,CM-018,2025-05-27,Outbound,107,Connected
CALL-0006999,CASE-001286,CL-01174,CM-018,2025-05-04,Outbound,73,Connected
CALL-0007000,CASE-001287,CL-01175,CM-004,2024-09-07,Outbound,415,Callback Requested
CALL-0007001,CASE-001287,CL-01175,CM-004,2024-08-18,Outbound,221,Callback Requested
CALL-0007002,CASE-001287,CL-01175,CM-004,2024-07-15,Inbound,54,Callback Requested
CALL-0007003,CASE-001287,CL-01175,CM-004,2024-07-22,Inbound,105,Voicemail
CALL-0007004,CASE-001287,CL-01175,CM-004,2024-09-25,Inbound,2,Callback Requested
CALL-0007005,CASE-001287,CL-01175,CM-004,2024-09-09,Outbound,258,Wrong Number
CALL-0007006,CASE-001287,CL-01175,CM-004,2024-09-04,Outbound,28,Callback Requested
CALL-0007007,CASE-001288,CL-01175,CM-017,2024-12-24,Outbound,101,No Answer
CALL-0007008,CASE-001288,CL-01175,CM-017,2025-02-20,Outbound,89,Connected
CALL-0007009,CASE-001288,CL-01175,CM-017,2025-02-18,Outbound,146,Connected
CALL-0007010,CASE-001288,CL-01175,CM-017,2024-09-21,Inbound,105,Connected
CALL-0007011,CASE-001288,CL-01175,CM-017,2025-04-14,Outbound,594,Connected
CALL-0007012,CASE-001288,CL-01175,CM-017,2024-10-05,Inbound,72,Voicemail
CALL-0007013,CASE-001288,CL-01175,CM-017,2025-04-14,Outbound,202,No Answer
CALL-0007014,CASE-001289,CL-01176,CM-016,2024-12-30,Inbound,124,Connected
CALL-0007015,CASE-001289,CL-01176,CM-016,2024-09-22,Outbound,34,No Answer
CALL-0007016,CASE-001289,CL-01176,CM-016,2024-11-18,Inbound,243,Connected
CALL-0007017,CASE-001289,CL-01176,CM-016,2024-11-15,Outbound,37,Connected
CALL-0007018,CASE-001289,CL-01176,CM-016,2025-02-25,Inbound,68,Connected
CALL-0007019,CASE-001290,CL-01177,CM-012,2025-02-15,Outbound,54,Connected
CALL-0007020,CASE-001290,CL-01177,CM-012,2024-11-30,Outbound,138,Connected
CALL-0007021,CASE-001290,CL-01177,CM-012,2024-08-29,Inbound,555,Callback Requested
CALL-0007022,CASE-001290,CL-01177,CM-012,2025-02-23,Outbound,24,No Answer
CALL-0007023,CASE-001291,CL-01178,CM-013,2025-03-05,Inbound,204,Voicemail
CALL-0007024,CASE-001292,CL-01179,CM-007,2024-10-24,Outbound,240,Voicemail
CALL-0007025,CASE-001292,CL-01179,CM-007,2024-10-03,Outbound,0,No Answer
CALL-0007026,CASE-001292,CL-01179,CM-007,2025-01-07,Outbound,385,Connected
CALL-0007027,CASE-001292,CL-01179,CM-007,2024-08-29,Inbound,7,Wrong Number
CALL-0007028,CASE-001292,CL-01179,CM-007,2025-02-14,Inbound,109,Callback Requested
CALL-0007029,CASE-001293,CL-01180,CM-004,2024-11-03,Outbound,151,Connected
CALL-0007030,CASE-001293,CL-01180,CM-004,2025-03-15,Outbound,589,No Answer
CALL-0007031,CASE-001293,CL-01180,CM-004,2025-02-13,Outbound,27,Connected
CALL-0007032,CASE-001293,CL-01180,CM-004,2024-07-22,Outbound,352,Connected
CALL-0007033,CASE-001293,CL-01180,CM-004,2024-04-26,Inbound,30,No Answer
CALL-0007034,CASE-001293,CL-01180,CM-004,2024-05-06,Outbound,86,Connected
CALL-0007035,CASE-001293,CL-01180,CM-004,2024-04-14,Outbound,439,Connected
CALL-0007036,CASE-001293,CL-01180,CM-004,2024-07-11,Outbound,79,No Answer
CALL-0007037,CASE-001293,CL-01180,CM-004,2025-03-03,Inbound,73,Voicemail
CALL-0007038,CASE-001294,CL-01181,CM-001,2025-02-04,Outbound,44,Connected
CALL-0007039,CASE-001294,CL-01181,CM-001,2024-06-14,Inbound,78,Connected
CALL-0007040,CASE-001294,CL-01181,CM-001,2025-01-03,Inbound,322,Connected
CALL-0007041,CASE-001295,CL-01181,CM-014,2024-05-18,Outbound,168,Voicemail
CALL-0007042,CASE-001295,CL-01181,CM-014,2024-11-14,Inbound,50,Connected
CALL-0007043,CASE-001295,CL-01181,CM-014,2024-11-29,Outbound,191,Connected
CALL-0007044,CASE-001295,CL-01181,CM-014,2025-01-12,Outbound,86,Connected
CALL-0007045,CASE-001295,CL-01181,CM-014,2024-06-10,Inbound,65,Voicemail
CALL-0007046,CASE-001295,CL-01181,CM-014,2024-05-24,Inbound,87,Connected
CALL-0007047,CASE-001295,CL-01181,CM-014,2024-12-03,Inbound,299,No Answer
CALL-0007048,CASE-001296,CL-01182,CM-015,2024-07-10,Inbound,43,Connected
CALL-0007049,CASE-001296,CL-01182,CM-015,2024-05-18,Outbound,330,Connected
CALL-0007050,CASE-001296,CL-01182,CM-015,2024-07-04,Outbound,357,Voicemail
CALL-0007051,CASE-001296,CL-01182,CM-015,2024-06-11,Inbound,111,Connected
CALL-0007052,CASE-001296,CL-01182,CM-015,2024-05-28,Outbound,475,Connected
CALL-0007053,CASE-001296,CL-01182,CM-015,2024-06-21,Inbound,227,Connected
CALL-0007054,CASE-001296,CL-01182,CM-015,2024-06-24,Outbound,29,Connected
CALL-0007055,CASE-001297,CL-01183,CM-005,2024-07-08,Outbound,239,Connected
CALL-0007056,CASE-001297,CL-01183,CM-005,2023-10-22,Inbound,63,Callback Requested
CALL-0007057,CASE-001297,CL-01183,CM-005,2024-08-25,Inbound,42,Connected
CALL-0007058,CASE-001298,CL-01184,CM-017,2024-07-27,Inbound,424,Wrong Number
CALL-0007059,CASE-001298,CL-01184,CM-017,2024-09-07,Inbound,120,Connected
CALL-0007060,CASE-001298,CL-01184,CM-017,2024-01-11,Outbound,94,Voicemail
CALL-0007061,CASE-001298,CL-01184,CM-017,2024-08-16,Inbound,486,Connected
CALL-0007062,CASE-001298,CL-01184,CM-017,2024-06-13,Outbound,196,Voicemail
CALL-0007063,CASE-001298,CL-01184,CM-017,2023-12-26,Outbound,176,Voicemail
CALL-0007064,CASE-001298,CL-01184,CM-017,2023-12-12,Outbound,136,Connected
CALL-0007065,CASE-001299,CL-01185,CM-008,2025-01-28,Outbound,74,Voicemail
CALL-0007066,CASE-001299,CL-01185,CM-008,2025-02-12,Inbound,129,Voicemail
CALL-0007067,CASE-001299,CL-01185,CM-008,2025-04-23,Outbound,6,Callback Requested
CALL-0007068,CASE-001299,CL-01185,CM-008,2025-04-05,Outbound,124,Callback Requested
CALL-0007069,CASE-001299,CL-01185,CM-008,2025-02-24,Outbound,15,Connected
CALL-0007070,CASE-001299,CL-01185,CM-008,2025-01-01,Outbound,153,Voicemail
CALL-0007071,CASE-001299,CL-01185,CM-008,2025-01-03,Outbound,351,Connected
CALL-0007072,CASE-001299,CL-01185,CM-008,2025-03-14,Inbound,255,Callback Requested
CALL-0007073,CASE-001299,CL-01185,CM-008,2025-02-24,Outbound,107,Callback Requested
CALL-0007074,CASE-001300,CL-01186,CM-006,2024-06-15,Outbound,905,Voicemail
