activity_id,case_id,case_manager_id,activity_type,activity_date,duration_minutes
ACT-0008256,CASE-001302,CM-017,Negotiation Call,2024-10-07,1
ACT-0008257,CASE-001302,CM-017,Medical Record Review,2025-02-19,32
ACT-0008258,CASE-001302,CM-017,Document Request,2024-10-17,22
ACT-0008259,CASE-001302,CM-017,Email,2024-10-11,11
ACT-0008260,CASE-001302,CM-017,Email,2024-09-03,17
ACT-0008261,CASE-001303,CM-008,Client Meeting,2025-01-06,35
ACT-0008262,CASE-001303,CM-008,Phone Call,2025-03-25,32
ACT-0008263,CASE-001303,CM-008,Demand Drafting,2025-04-14,12
ACT-0008264,CASE-001303,CM-008,SMS,2025-01-31,23
ACT-0008265,CASE-001303,CM-008,Phone Call,2025-01-16,21
ACT-0008266,CASE-001303,CM-008,Email,2025-01-25,1
ACT-0008267,CASE-001304,CM-016,Email,2024-04-20,11
ACT-0008268,CASE-001304,CM-016,Document Request,2024-08-06,22
ACT-0008269,CASE-001304,CM-016,Client Meeting,2024-04-15,28
ACT-0008270,CASE-001304,CM-016,Negotiation Call,2024-06-02,30
ACT-0008271,CASE-001304,CM-016,Demand Drafting,2024-12-10,27
ACT-0008272,CASE-001304,CM-016,Client Meeting,2024-06-20,1
ACT-0008273,CASE-001304,CM-016,SMS,2024-11-02,43
ACT-0008274,CASE-001304,CM-016,Phone Call,2025-02-07,6
ACT-0008275,CASE-001304,CM-016,Status Update,2024-02-01,26
ACT-0008276,CASE-001304,CM-016,Demand Drafting,2024-03-26,2
ACT-0008277,CASE-001304,CM-016,Demand Drafting,2024-07-31,25
ACT-0008278,CASE-001305,CM-013,Internal Note,2025-04-04,21
ACT-0008279,CASE-001305,CM-013,Client Meeting,2025-04-07,17
ACT-0008280,CASE-001305,CM-013,Client Meeting,2025-03-23,20
ACT-0008281,CASE-001305,CM-013,Status Update,2025-04-15,2
ACT-0008282,CASE-001305,CM-013,Internal Note,2025-03-03,9
ACT-0008283,CASE-001305,CM-013,Client Meeting,2025-04-20,15
ACT-0008284,CASE-001306,CM-005,Demand Drafting,2025-05-26,19
ACT-0008285,CASE-001306,CM-005,Email,2025-06-04,20
ACT-0008286,CASE-001306,CM-005,Phone Call,2025-05-23,13
ACT-0008287,CASE-001306,CM-005,SMS,2025-05-24,21
ACT-0008288,CASE-001306,CM-005,Negotiation Call,2025-05-25,12
ACT-0008289,CASE-001306,CM-005,Demand Drafting,2025-05-21,23
ACT-0008290,CASE-001306,CM-005,Email,2025-05-20,37
ACT-0008291,CASE-001307,CM-012,Email,2025-01-13,32
ACT-0008292,CASE-001307,CM-012,Document Request,2024-11-24,22
ACT-0008293,CASE-001308,CM-004,Status Update,2024-12-14,5
ACT-0008294,CASE-001308,CM-004,Internal Note,2024-12-26,20
ACT-0008295,CASE-001308,CM-004,Email,2024-12-26,21
ACT-0008296,CASE-001308,CM-004,Negotiation Call,2024-11-16,1
ACT-0008297,CASE-001308,CM-004,SMS,2024-12-17,2
ACT-0008298,CASE-001308,CM-004,Document Request,2024-11-30,12
ACT-0008299,CASE-001308,CM-004,Client Meeting,2024-12-14,4
ACT-0008300,CASE-001309,CM-003,Email,2024-05-31,18
ACT-0008301,CASE-001309,CM-003,Medical Record Review,2023-08-19,25
ACT-0008302,CASE-001309,CM-003,Medical Record Review,2024-02-20,29
ACT-0008303,CASE-001309,CM-003,Demand Drafting,2023-09-03,8
ACT-0008304,CASE-001309,CM-003,Email,2024-01-21,17
ACT-0008305,CASE-001310,CM-007,Internal Note,2025-06-02,10
ACT-0008306,CASE-001310,CM-007,SMS,2025-06-21,28
ACT-0008307,CASE-001310,CM-007,SMS,2025-06-10,20
ACT-0008308,CASE-001310,CM-007,Email,2025-06-29,12
ACT-0008309,CASE-001310,CM-007,Client Meeting,2025-06-11,13
ACT-0008310,CASE-001310,CM-007,Client Meeting,2025-06-05,32
ACT-0008311,CASE-001311,CM-015,Internal Note,2025-06-12,2
ACT-0008312,CASE-001311,CM-015,Negotiation Call,2025-06-07,1
ACT-0008313,CASE-001311,CM-015,Status Update,2025-06-26,9
ACT-0008314,CASE-001311,CM-015,Document Request,2025-06-30,18
ACT-0008315,CASE-001312,CM-007,SMS,2025-01-25,14
ACT-0008316,CASE-001312,CM-007,Internal Note,2025-01-11,1
ACT-0008317,CASE-001312,CM-007,Status Update,2025-04-03,31
ACT-0008318,CASE-001312,CM-007,Medical Record Review,2025-04-15,13
ACT-0008319,CASE-001312,CM-007,Medical Record Review,2024-12-09,1
ACT-0008320,CASE-001312,CM-007,Status Update,2024-08-23,1
ACT-0008321,CASE-001312,CM-007,Document Request,2024-10-22,27
ACT-0008322,CASE-001312,CM-007,Demand Drafting,2025-01-20,11
ACT-0008323,CASE-001313,CM-013,Phone Call,2025-06-17,29
ACT-0008324,CASE-001313,CM-013,Client Meeting,2025-06-30,24
ACT-0008325,CASE-001313,CM-013,Status Update,2025-06-05,17
ACT-0008326,CASE-001313,CM-013,Phone Call,2025-06-30,31
ACT-0008327,CASE-001313,CM-013,Phone Call,2025-05-23,15
ACT-0008328,CASE-001313,CM-013,Client Meeting,2025-06-06,19
ACT-0008329,CASE-001313,CM-013,Email,2025-06-05,15
ACT-0008330,CASE-001313,CM-013,Client Meeting,2025-06-27,18
ACT-0008331,CASE-001313,CM-013,Client Meeting,2025-06-01,9
ACT-0008332,CASE-001313,CM-013,Internal Note,2025-05-26,1
ACT-0008333,CASE-001313,CM-013,Client Meeting,2025-06-21,16
ACT-0008334,CASE-001313,CM-013,Status Update,2025-06-03,17
ACT-0008335,CASE-001314,CM-018,Document Request,2024-12-12,8
ACT-0008336,CASE-001314,CM-018,Internal Note,2025-03-06,15
ACT-0008337,CASE-001314,CM-018,Status Update,2025-05-17,32
ACT-0008338,CASE-001314,CM-018,Negotiation Call,2025-01-03,35
ACT-0008339,CASE-001314,CM-018,SMS,2025-03-29,10
ACT-0008340,CASE-001315,CM-015,Client Meeting,2023-07-25,32
ACT-0008341,CASE-001315,CM-015,SMS,2024-08-06,17
ACT-0008342,CASE-001315,CM-015,SMS,2024-03-25,25
ACT-0008343,CASE-001315,CM-015,Client Meeting,2024-03-18,13
ACT-0008344,CASE-001315,CM-015,Negotiation Call,2024-09-07,15
ACT-0008345,CASE-001315,CM-015,Document Request,2025-03-24,20
ACT-0008346,CASE-001315,CM-015,Negotiation Call,2024-11-15,30
ACT-0008347,CASE-001315,CM-015,Phone Call,2024-09-01,19
ACT-0008348,CASE-001316,CM-003,Medical Record Review,2024-09-29,41
ACT-0008349,CASE-001316,CM-003,Phone Call,2023-09-16,9
ACT-0008350,CASE-001316,CM-003,Email,2024-08-18,1
ACT-0008351,CASE-001316,CM-003,Negotiation Call,2024-02-12,6
ACT-0008352,CASE-001316,CM-003,Phone Call,2023-12-13,14
ACT-0008353,CASE-001317,CM-006,Phone Call,2024-11-11,30
ACT-0008354,CASE-001317,CM-006,Status Update,2024-07-08,26
ACT-0008355,CASE-001317,CM-006,SMS,2024-02-23,10
ACT-0008356,CASE-001317,CM-006,Negotiation Call,2025-06-22,4
ACT-0008357,CASE-001317,CM-006,Document Request,2025-01-26,15
ACT-0008358,CASE-001317,CM-006,Client Meeting,2025-06-15,4
ACT-0008359,CASE-001317,CM-006,Status Update,2023-11-17,1
ACT-0008360,CASE-001317,CM-006,Demand Drafting,2024-07-08,22
ACT-0008361,CASE-001318,CM-004,Medical Record Review,2024-01-20,17
ACT-0008362,CASE-001318,CM-004,Demand Drafting,2023-12-15,9
ACT-0008363,CASE-001318,CM-004,Phone Call,2023-11-10,1
ACT-0008364,CASE-001318,CM-004,Email,2023-12-19,34
ACT-0008365,CASE-001318,CM-004,Status Update,2023-08-31,31
ACT-0008366,CASE-001318,CM-004,Negotiation Call,2023-12-14,30
ACT-0008367,CASE-001318,CM-004,Status Update,2023-09-13,12
ACT-0008368,CASE-001318,CM-004,Phone Call,2023-10-07,35
ACT-0008369,CASE-001318,CM-004,SMS,2024-01-23,10
ACT-0008370,CASE-001319,CM-014,Client Meeting,2024-12-03,22
ACT-0008371,CASE-001319,CM-014,Document Request,2024-12-08,7
ACT-0008372,CASE-001319,CM-014,Document Request,2024-11-11,21
ACT-0008373,CASE-001319,CM-014,Phone Call,2024-12-10,14
ACT-0008374,CASE-001320,CM-009,Demand Drafting,2024-11-28,21
ACT-0008375,CASE-001320,CM-009,SMS,2024-10-01,13
ACT-0008376,CASE-001320,CM-009,SMS,2024-10-06,32
ACT-0008377,CASE-001320,CM-009,Negotiation Call,2025-02-12,11
ACT-0008378,CASE-001321,CM-010,Client Meeting,2024-03-31,24
ACT-0008379,CASE-001321,CM-010,SMS,2023-08-24,17
ACT-0008380,CASE-001321,CM-010,Medical Record Review,2024-03-27,11
ACT-0008381,CASE-001321,CM-010,Negotiation Call,2023-10-10,6
ACT-0008382,CASE-001321,CM-010,Negotiation Call,2024-03-02,12
ACT-0008383,CASE-001321,CM-010,Internal Note,2024-02-20,13
ACT-0008384,CASE-001321,CM-010,Medical Record Review,2023-12-11,1
ACT-0008385,CASE-001322,CM-010,Negotiation Call,2025-04-19,16
ACT-0008386,CASE-001322,CM-010,Client Meeting,2025-04-19,16
ACT-0008387,CASE-001322,CM-010,Client Meeting,2025-03-07,7
ACT-0008388,CASE-001322,CM-010,Phone Call,2025-04-15,9
ACT-0008389,CASE-001322,CM-010,Demand Drafting,2025-02-12,9
ACT-0008390,CASE-001322,CM-010,Phone Call,2025-04-26,30
ACT-0008391,CASE-001322,CM-010,Demand Drafting,2025-05-07,9
ACT-0008392,CASE-001322,CM-010,Email,2025-03-06,19
ACT-0008393,CASE-001322,CM-010,Demand Drafting,2025-03-22,16
ACT-0008394,CASE-001322,CM-010,Status Update,2025-01-13,7
ACT-0008395,CASE-001322,CM-010,Demand Drafting,2025-04-17,26
ACT-0008396,CASE-001323,CM-004,Internal Note,2025-04-04,5
ACT-0008397,CASE-001323,CM-004,Medical Record Review,2025-04-04,14
ACT-0008398,CASE-001324,CM-005,Status Update,2024-10-31,24
ACT-0008399,CASE-001324,CM-005,Client Meeting,2024-10-11,1
ACT-0008400,CASE-001324,CM-005,SMS,2024-11-15,14
ACT-0008401,CASE-001324,CM-005,Medical Record Review,2025-01-23,15
ACT-0008402,CASE-001324,CM-005,SMS,2025-02-27,8
ACT-0008403,CASE-001324,CM-005,Demand Drafting,2025-01-05,25
ACT-0008404,CASE-001325,CM-010,Phone Call,2024-09-15,23
ACT-0008405,CASE-001325,CM-010,SMS,2024-08-12,22
ACT-0008406,CASE-001325,CM-010,Medical Record Review,2024-09-03,1
ACT-0008407,CASE-001325,CM-010,Negotiation Call,2024-09-18,6
ACT-0008408,CASE-001325,CM-010,Client Meeting,2024-07-20,22
ACT-0008409,CASE-001325,CM-010,Client Meeting,2024-07-23,21
ACT-0008410,CASE-001325,CM-010,Status Update,2024-07-22,7
ACT-0008411,CASE-001326,CM-004,Demand Drafting,2024-12-27,35
ACT-0008412,CASE-001326,CM-004,Email,2024-07-04,20
ACT-0008413,CASE-001326,CM-004,Medical Record Review,2024-03-29,13
ACT-0008414,CASE-001326,CM-004,Document Request,2024-02-29,11
ACT-0008415,CASE-001326,CM-004,Internal Note,2024-11-05,12
ACT-0008416,CASE-001326,CM-004,Internal Note,2025-03-26,2
ACT-0008417,CASE-001327,CM-005,Internal Note,2023-08-26,11
ACT-0008418,CASE-001327,CM-005,Internal Note,2024-07-11,8
ACT-0008419,CASE-001327,CM-005,Internal Note,2023-09-19,16
ACT-0008420,CASE-001327,CM-005,Demand Drafting,2023-12-12,32
ACT-0008421,CASE-001327,CM-005,Demand Drafting,2024-07-22,22
ACT-0008422,CASE-001327,CM-005,Internal Note,2023-09-20,18
ACT-0008423,CASE-001327,CM-005,Internal Note,2024-08-20,27
ACT-0008424,CASE-001328,CM-004,Status Update,2025-02-05,20
ACT-0008425,CASE-001328,CM-004,Email,2025-05-15,20
ACT-0008426,CASE-001328,CM-004,Email,2025-06-06,9
ACT-0008427,CASE-001328,CM-004,Negotiation Call,2025-06-09,32
ACT-0008428,CASE-001329,CM-003,SMS,2024-07-03,27
ACT-0008429,CASE-001329,CM-003,Phone Call,2024-05-05,26
ACT-0008430,CASE-001329,CM-003,Demand Drafting,2024-11-28,22
ACT-0008431,CASE-001329,CM-003,Client Meeting,2024-08-22,26
ACT-0008432,CASE-001330,CM-011,Client Meeting,2025-04-23,5
ACT-0008433,CASE-001330,CM-011,Document Request,2025-04-27,24
ACT-0008434,CASE-001330,CM-011,Email,2025-05-04,9
ACT-0008435,CASE-001330,CM-011,Document Request,2025-06-03,12
ACT-0008436,CASE-001330,CM-011,Status Update,2025-04-28,1
ACT-0008437,CASE-001331,CM-007,Phone Call,2024-05-19,22
ACT-0008438,CASE-001331,CM-007,Client Meeting,2024-07-05,1
ACT-0008439,CASE-001331,CM-007,SMS,2024-06-05,24
ACT-0008440,CASE-001331,CM-007,Internal Note,2024-07-08,21
ACT-0008441,CASE-001331,CM-007,Negotiation Call,2024-05-31,21
ACT-0008442,CASE-001332,CM-014,Email,2024-09-16,9
ACT-0008443,CASE-001332,CM-014,Status Update,2024-11-26,22
ACT-0008444,CASE-001332,CM-014,Status Update,2024-12-21,17
ACT-0008445,CASE-001332,CM-014,SMS,2025-02-19,11
ACT-0008446,CASE-001333,CM-009,SMS,2024-02-25,30
ACT-0008447,CASE-001333,CM-009,Medical Record Review,2024-03-12,29
ACT-0008448,CASE-001333,CM-009,SMS,2024-03-01,12
ACT-0008449,CASE-001333,CM-009,Document Request,2024-06-24,14
ACT-0008450,CASE-001333,CM-009,Negotiation Call,2024-06-23,4
ACT-0008451,CASE-001334,CM-007,Document Request,2024-07-23,12
ACT-0008452,CASE-001334,CM-007,Medical Record Review,2024-02-24,34
ACT-0008453,CASE-001334,CM-007,Negotiation Call,2024-09-02,13
ACT-0008454,CASE-001334,CM-007,Status Update,2024-04-23,15
ACT-0008455,CASE-001335,CM-013,Client Meeting,2025-02-06,21
ACT-0008456,CASE-001335,CM-013,Client Meeting,2025-03-11,13
ACT-0008457,CASE-001335,CM-013,Phone Call,2025-04-18,29
ACT-0008458,CASE-001335,CM-013,Demand Drafting,2025-02-24,4
ACT-0008459,CASE-001335,CM-013,Client Meeting,2025-01-16,17
ACT-0008460,CASE-001335,CM-013,Status Update,2025-02-25,13
ACT-0008461,CASE-001335,CM-013,Email,2025-02-10,5
ACT-0008462,CASE-001335,CM-013,Negotiation Call,2025-05-20,4
ACT-0008463,CASE-001335,CM-013,Status Update,2025-04-23,19
ACT-0008464,CASE-001335,CM-013,Medical Record Review,2025-03-26,18
ACT-0008465,CASE-001335,CM-013,Internal Note,2025-02-09,5
ACT-0008466,CASE-001335,CM-013,Document Request,2025-04-09,1
ACT-0008467,CASE-001335,CM-013,Demand Drafting,2025-05-19,24
ACT-0008468,CASE-001336,CM-012,Demand Drafting,2024-08-25,7
ACT-0008469,CASE-001336,CM-012,Status Update,2024-09-02,31
ACT-0008470,CASE-001336,CM-012,SMS,2024-09-02,24
ACT-0008471,CASE-001336,CM-012,SMS,2025-04-24,21
ACT-0008472,CASE-001337,CM-016,SMS,2024-08-28,5
ACT-0008473,CASE-001337,CM-016,Negotiation Call,2024-12-12,24
ACT-0008474,CASE-001337,CM-016,Client Meeting,2025-01-17,2
ACT-0008475,CASE-001337,CM-016,Status Update,2024-11-29,29
ACT-0008476,CASE-001337,CM-016,Phone Call,2024-11-17,17
ACT-0008477,CASE-001337,CM-016,Client Meeting,2024-08-23,29
ACT-0008478,CASE-001337,CM-016,Client Meeting,2024-09-25,32
ACT-0008479,CASE-001337,CM-016,Demand Drafting,2024-11-26,16
ACT-0008480,CASE-001337,CM-016,Client Meeting,2024-09-14,19
ACT-0008481,CASE-001338,CM-006,Document Request,2025-06-13,21
ACT-0008482,CASE-001338,CM-006,Client Meeting,2025-06-21,19
ACT-0008483,CASE-001338,CM-006,Client Meeting,2025-06-28,1
ACT-0008484,CASE-001338,CM-006,Internal Note,2025-06-23,19
ACT-0008485,CASE-001339,CM-004,Document Request,2025-06-13,9
ACT-0008486,CASE-001339,CM-004,SMS,2025-06-14,1
ACT-0008487,CASE-001339,CM-004,Phone Call,2025-06-14,32
ACT-0008488,CASE-001339,CM-004,Email,2025-06-13,9
ACT-0008489,CASE-001339,CM-004,Status Update,2025-06-14,35
ACT-0008490,CASE-001339,CM-004,Internal Note,2025-06-13,21
ACT-0008491,CASE-001339,CM-004,Medical Record Review,2025-06-13,2
ACT-0008492,CASE-001339,CM-004,Phone Call,2025-06-13,10
ACT-0008493,CASE-001339,CM-004,Phone Call,2025-06-14,11
ACT-0008494,CASE-001339,CM-004,Document Request,2025-06-13,17
ACT-0008495,CASE-001340,CM-001,Negotiation Call,2025-03-29,21
ACT-0008496,CASE-001340,CM-001,Medical Record Review,2025-04-20,22
ACT-0008497,CASE-001340,CM-001,Email,2025-04-06,7
ACT-0008498,CASE-001340,CM-001,Client Meeting,2025-04-18,11
ACT-0008499,CASE-001341,CM-005,Demand Drafting,2024-09-12,26
ACT-0008500,CASE-001341,CM-005,Phone Call,2025-03-30,26
ACT-0008501,CASE-001341,CM-005,Document Request,2024-01-19,22
ACT-0008502,CASE-001341,CM-005,Email,2025-05-19,1
ACT-0008503,CASE-001341,CM-005,Demand Drafting,2024-03-27,20
ACT-0008504,CASE-001341,CM-005,Client Meeting,2025-04-09,12
ACT-0008505,CASE-001341,CM-005,Status Update,2024-10-07,14
ACT-0008506,CASE-001341,CM-005,Status Update,2025-01-12,3
ACT-0008507,CASE-001341,CM-005,Phone Call,2024-10-19,1
ACT-0008508,CASE-001341,CM-005,Phone Call,2024-08-02,17
ACT-0008509,CASE-001341,CM-005,Phone Call,2024-06-26,20
ACT-0008510,CASE-001341,CM-005,Status Update,2024-07-15,19
ACT-0008511,CASE-001341,CM-005,Document Request,2024-12-31,13
ACT-0008512,CASE-001342,CM-002,Demand Drafting,2024-11-03,26
ACT-0008513,CASE-001342,CM-002,Status Update,2025-03-14,28
ACT-0008514,CASE-001342,CM-002,Status Update,2025-04-24,13
ACT-0008515,CASE-001342,CM-002,Status Update,2025-03-08,16
ACT-0008516,CASE-001342,CM-002,SMS,2025-01-28,8
ACT-0008517,CASE-001342,CM-002,Internal Note,2025-03-05,29
ACT-0008518,CASE-001343,CM-016,Email,2024-10-14,18
ACT-0008519,CASE-001343,CM-016,Email,2024-10-05,16
ACT-0008520,CASE-001343,CM-016,Negotiation Call,2024-10-06,22
ACT-0008521,CASE-001343,CM-016,Negotiation Call,2024-09-21,1
ACT-0008522,CASE-001343,CM-016,Client Meeting,2024-09-26,18
ACT-0008523,CASE-001343,CM-016,Email,2024-09-27,13
ACT-0008524,CASE-001344,CM-013,Status Update,2025-05-29,22
ACT-0008525,CASE-001344,CM-013,Negotiation Call,2025-04-17,22
ACT-0008526,CASE-001344,CM-013,Status Update,2025-04-28,32
ACT-0008527,CASE-001344,CM-013,SMS,2025-06-20,12
ACT-0008528,CASE-001344,CM-013,Client Meeting,2025-06-20,10
ACT-0008529,CASE-001344,CM-013,Status Update,2025-05-27,17
ACT-0008530,CASE-001344,CM-013,Negotiation Call,2025-06-13,25
ACT-0008531,CASE-001344,CM-013,Internal Note,2025-05-11,15
ACT-0008532,CASE-001345,CM-007,Phone Call,2024-12-12,16
ACT-0008533,CASE-001345,CM-007,Internal Note,2024-10-11,10
ACT-0008534,CASE-001345,CM-007,Phone Call,2025-01-28,10
ACT-0008535,CASE-001345,CM-007,Internal Note,2024-12-13,1
ACT-0008536,CASE-001345,CM-007,Status Update,2024-05-16,3
ACT-0008537,CASE-001345,CM-007,SMS,2024-09-02,24
ACT-0008538,CASE-001345,CM-007,Phone Call,2024-10-04,29
ACT-0008539,CASE-001345,CM-007,SMS,2025-02-26,2
ACT-0008540,CASE-001346,CM-007,Email,2024-12-23,25
ACT-0008541,CASE-001346,CM-007,Phone Call,2024-09-11,35
ACT-0008542,CASE-001346,CM-007,Email,2025-06-23,12
ACT-0008543,CASE-001346,CM-007,Negotiation Call,2024-01-22,4
ACT-0008544,CASE-001346,CM-007,Phone Call,2025-06-23,4
ACT-0008545,CASE-001347,CM-014,Phone Call,2025-03-27,8
ACT-0008546,CASE-001347,CM-014,Document Request,2025-04-09,20
ACT-0008547,CASE-001347,CM-014,Internal Note,2025-03-21,23
ACT-0008548,CASE-001347,CM-014,Document Request,2025-02-19,17
ACT-0008549,CASE-001347,CM-014,Negotiation Call,2025-03-11,17
ACT-0008550,CASE-001347,CM-014,Document Request,2025-04-21,26
ACT-0008551,CASE-001347,CM-014,Demand Drafting,2025-03-31,29
ACT-0008552,CASE-001347,CM-014,SMS,2025-04-23,39
ACT-0008553,CASE-001347,CM-014,Document Request,2025-03-09,7
ACT-0008554,CASE-001347,CM-014,Negotiation Call,2025-03-08,7
ACT-0008555,CASE-001348,CM-013,Medical Record Review,2025-02-25,21
ACT-0008556,CASE-001348,CM-013,Status Update,2024-08-11,23
ACT-0008557,CASE-001348,CM-013,Phone Call,2024-09-27,30
ACT-0008558,CASE-001348,CM-013,Email,2024-11-26,22
ACT-0008559,CASE-001348,CM-013,Status Update,2025-01-01,20
ACT-0008560,CASE-001348,CM-013,SMS,2025-03-11,1
ACT-0008561,CASE-001348,CM-013,Medical Record Review,2024-07-19,28
ACT-0008562,CASE-001349,CM-012,Email,2024-12-05,33
ACT-0008563,CASE-001349,CM-012,Negotiation Call,2024-11-27,26
ACT-0008564,CASE-001349,CM-012,Negotiation Call,2024-09-07,11
ACT-0008565,CASE-001349,CM-012,SMS,2024-11-22,26
ACT-0008566,CASE-001349,CM-012,Medical Record Review,2024-09-10,16
ACT-0008567,CASE-001350,CM-015,Document Request,2025-06-26,28
ACT-0008568,CASE-001350,CM-015,Status Update,2025-06-27,10
ACT-0008569,CASE-001350,CM-015,Demand Drafting,2025-06-30,28
ACT-0008570,CASE-001351,CM-009,Phone Call,2024-10-05,6
ACT-0008571,CASE-001351,CM-009,Status Update,2025-02-09,26
ACT-0008572,CASE-001351,CM-009,Phone Call,2025-02-15,19
ACT-0008573,CASE-001351,CM-009,Status Update,2024-11-25,18
ACT-0008574,CASE-001351,CM-009,Medical Record Review,2024-12-14,4
ACT-0008575,CASE-001351,CM-009,Internal Note,2025-03-12,12
ACT-0008576,CASE-001351,CM-009,Client Meeting,2025-01-05,19
ACT-0008577,CASE-001351,CM-009,Email,2025-02-28,6
ACT-0008578,CASE-001351,CM-009,Demand Drafting,2024-10-20,28
ACT-0008579,CASE-001351,CM-009,Negotiation Call,2025-01-20,34
ACT-0008580,CASE-001351,CM-009,Phone Call,2024-12-12,24
ACT-0008581,CASE-001351,CM-009,Demand Drafting,2025-01-06,25
ACT-0008582,CASE-001352,CM-017,Email,2024-06-29,6
ACT-0008583,CASE-001352,CM-017,Status Update,2024-10-22,7
ACT-0008584,CASE-001352,CM-017,Negotiation Call,2024-09-05,21
ACT-0008585,CASE-001352,CM-017,Phone Call,2024-10-24,16
ACT-0008586,CASE-001352,CM-017,Medical Record Review,2024-10-25,17
ACT-0008587,CASE-001352,CM-017,Email,2024-10-09,25
ACT-0008588,CASE-001353,CM-005,Email,2024-11-07,4
ACT-0008589,CASE-001353,CM-005,Status Update,2025-02-28,24
ACT-0008590,CASE-001353,CM-005,Email,2024-09-08,3
ACT-0008591,CASE-001353,CM-005,Phone Call,2025-04-08,16
ACT-0008592,CASE-001353,CM-005,Document Request,2025-04-26,20
ACT-0008593,CASE-001353,CM-005,SMS,2025-03-28,13
ACT-0008594,CASE-001353,CM-005,Document Request,2024-07-04,19
ACT-0008595,CASE-001353,CM-005,Client Meeting,2024-08-19,1
ACT-0008596,CASE-001353,CM-005,Negotiation Call,2024-10-20,17
ACT-0008597,CASE-001354,CM-002,Demand Drafting,2025-01-05,6
ACT-0008598,CASE-001354,CM-002,Medical Record Review,2024-07-15,7
ACT-0008599,CASE-001354,CM-002,Status Update,2024-08-20,13
ACT-0008600,CASE-001354,CM-002,Phone Call,2024-07-20,24
ACT-0008601,CASE-001354,CM-002,Internal Note,2024-08-29,41
ACT-0008602,CASE-001354,CM-002,Medical Record Review,2024-08-09,35
ACT-0008603,CASE-001354,CM-002,Phone Call,2024-10-09,13
ACT-0008604,CASE-001355,CM-003,Internal Note,2024-09-19,11
ACT-0008605,CASE-001355,CM-003,Status Update,2024-10-31,13
ACT-0008606,CASE-001355,CM-003,Email,2024-09-15,26
ACT-0008607,CASE-001355,CM-003,Medical Record Review,2025-02-10,10
ACT-0008608,CASE-001355,CM-003,Negotiation Call,2024-07-16,9
ACT-0008609,CASE-001355,CM-003,Medical Record Review,2024-10-06,8
ACT-0008610,CASE-001355,CM-003,Negotiation Call,2024-10-12,13
ACT-0008611,CASE-001356,CM-005,Demand Drafting,2023-11-15,30
ACT-0008612,CASE-001356,CM-005,Status Update,2023-12-21,20
ACT-0008613,CASE-001356,CM-005,SMS,2023-11-09,15
ACT-0008614,CASE-001356,CM-005,Status Update,2023-12-02,16
ACT-0008615,CASE-001357,CM-011,Demand Drafting,2025-04-02,18
ACT-0008616,CASE-001357,CM-011,Medical Record Review,2025-04-08,20
ACT-0008617,CASE-001357,CM-011,Phone Call,2025-05-02,22
ACT-0008618,CASE-001357,CM-011,Phone Call,2025-04-27,3
ACT-0008619,CASE-001357,CM-011,Internal Note,2025-05-27,14
ACT-0008620,CASE-001357,CM-011,Client Meeting,2025-04-05,11
ACT-0008621,CASE-001357,CM-011,Email,2025-03-14,26
ACT-0008622,CASE-001358,CM-012,Phone Call,2025-03-19,14
ACT-0008623,CASE-001358,CM-012,SMS,2025-05-18,13
ACT-0008624,CASE-001358,CM-012,SMS,2025-05-07,12
ACT-0008625,CASE-001358,CM-012,SMS,2025-03-18,24
ACT-0008626,CASE-001359,CM-013,Status Update,2025-01-16,9
ACT-0008627,CASE-001359,CM-013,Negotiation Call,2024-11-21,19
ACT-0008628,CASE-001359,CM-013,Phone Call,2024-10-27,13
ACT-0008629,CASE-001359,CM-013,Internal Note,2024-06-07,15
ACT-0008630,CASE-001359,CM-013,Medical Record Review,2025-05-24,9
ACT-0008631,CASE-001359,CM-013,Client Meeting,2025-04-20,23
ACT-0008632,CASE-001360,CM-001,Email,2024-07-18,9
ACT-0008633,CASE-001360,CM-001,Client Meeting,2024-05-12,22
ACT-0008634,CASE-001360,CM-001,Internal Note,2024-05-04,16
ACT-0008635,CASE-001360,CM-001,Status Update,2024-05-23,17
ACT-0008636,CASE-001360,CM-001,Internal Note,2024-08-30,11
ACT-0008637,CASE-001360,CM-001,SMS,2024-04-23,15
ACT-0008638,CASE-001361,CM-018,Internal Note,2025-04-20,11
ACT-0008639,CASE-001361,CM-018,Internal Note,2025-05-09,31
ACT-0008640,CASE-001361,CM-018,Medical Record Review,2025-05-14,19
ACT-0008641,CASE-001361,CM-018,Phone Call,2025-04-19,21
ACT-0008642,CASE-001362,CM-009,Negotiation Call,2024-08-04,25
ACT-0008643,CASE-001362,CM-009,Email,2024-03-05,20
ACT-0008644,CASE-001362,CM-009,Phone Call,2024-09-24,40
ACT-0008645,CASE-001362,CM-009,Client Meeting,2024-01-21,2
ACT-0008646,CASE-001362,CM-009,Internal Note,2023-09-27,17
ACT-0008647,CASE-001363,CM-011,Negotiation Call,2024-11-01,2
ACT-0008648,CASE-001363,CM-011,Phone Call,2024-10-01,21
ACT-0008649,CASE-001363,CM-011,Phone Call,2024-09-30,14
ACT-0008650,CASE-001364,CM-012,Phone Call,2024-07-14,5
ACT-0008651,CASE-001364,CM-012,Status Update,2024-07-26,22
ACT-0008652,CASE-001364,CM-012,Internal Note,2024-07-21,13
ACT-0008653,CASE-001364,CM-012,Medical Record Review,2024-10-20,17
ACT-0008654,CASE-001364,CM-012,Status Update,2024-07-08,24
